lncRNA,protein,label
n383560,P26599,1
n367124,Q13148,1
n340880,Q9Y6M1,1
n377799,Q49AS9,1
n338836,O00425,1
n344934,Q15717,1
n345971,Q9NZI8,1
n338367,O00425,1
n363616,Q07955,1
n410131,Q9UKV8,1
n325594,Q07955,1
n342503,O00425,1
n384996,Q9NZI8,1
n367640,Q9NZI8,1
n377873,O00425,1
n408131,Q9NZI8,1
n338150,Q8NDV7,1
n338150,Q9UPQ9,1
n338150,Q9HCJ0,1
n337768,Q9HCE1,1
n365737,Q9Y6M1,1
n333750,P35637,1
n380278,Q13148,1
n381057,O00425,1
n377834,Q15717,1
n382989,P35637,1
n408220,Q9NZI8,1
n309,Q96RS0,1
n409499,Q15717,1
n345386,Q07955,1
n363948,Q07955,1
n408055,Q15717,1
n381776,Q07955,1
n385488,Q15717,1
n374534,O00425,1
n199030,Q9UL18,1
n199030,Q9UKV8,1
n199030,Q9H9G7,1
n199030,Q9HCK5,1
n385225,Q07955,1
n337771,Q86X94,1
n338758,P31483,1
n344960,Q86X94,1
n367363,Q15717,1
n382131,Q01844,1
n385730,P35637,1
n385725,Q9Y6M1,1
n364975,P31483,1
n325653,Q15717,1
n381623,P35637,1
n345939,Q07955,1
n386315,Q49AS9,1
n410453,Q9NZI8,1
n381623,O00425,1
n341330,P35637,1
n341044,O00425,1
n344971,Q9NZI8,1
n384198,Q07955,1
n341314,Q9NZI8,1
n406866,Q9NZI8,1
n407687,Q07955,1
n410638,B7ZL34,1
n344687,Q07955,1
n365543,Q07955,1
n339408,Q13148,1
n342666,Q15717,1
n337756,B7ZL34,1
n5726,Q13148,1
n376403,Q13148,1
n339188,O00425,1
n406900,Q15717,1
n344778,O00425,1
n369512,Q9Y6M1,1
n339849,Q15717,1
n384398,Q07955,1
n339673,Q15717,1
n383560,Q9Y6M1,1
n326182,P35637,1
n344924,Q9Y6M1,1
n410072,Q07955,1
n333837,P35637,1
n385203,Q15717,1
n378252,Q8NDV7,1
n378252,Q9UPQ9,1
n378252,Q9HCJ0,1
n384121,O00425,1
n346372,Q07955,1
n380027,P31483,1
n341245,P26599,1
n382502,P31483,1
n344971,P31483,1
n339118,O00425,1
n341525,Q13148,1
n379167,O00425,1
n341752,P26599,1
n410143,Q49AS9,1
n337990,Q15717,1
n340028,Q8NDV7,1
n340028,Q9UPQ9,1
n340028,Q9HCJ0,1
n323889,Q07955,1
n345222,P26599,1
n337733,P26599,1
n383828,P26599,1
n339683,Q15717,1
n338503,P35637,1
n382687,Q96PU8,1
n385187,P26599,1
n377799,P26599,1
n380158,Q8NDV7,1
n380158,Q9UPQ9,1
n380158,Q9HCJ0,1
n338390,Q9Y6M1,1
n406952,O00425,1
n385139,Q49AS9,1
n409672,O00425,1
n410722,Q15717,1
n381417,Q49AS9,1
n410191,Q15717,1
n368727,Q9UL18,1
n368727,Q9UKV8,1
n368727,Q9H9G7,1
n368727,Q9HCK5,1
n343070,Q9HCE1,1
n386737,P35637,1
n203786,Q49AS9,1
n339862,Q96PU8,1
n378520,Q15717,1
n342730,Q15717,1
n342053,Q9UKV8,1
n378054,Q07955,1
n338513,Q9Y6M1,1
n378287,Q15717,1
n345981,Q9HCE1,1
n382207,P35637,1
n381846,Q49AS9,1
n344618,P31483,1
n345449,Q9UL18,1
n345449,Q9UKV8,1
n345449,Q9H9G7,1
n345449,Q9HCK5,1
n372578,Q86X94,1
n340754,Q9HCE1,1
n379841,P35637,1
n326195,Q13148,1
n344894,O00425,1
n341044,Q9UL18,1
n341044,Q9H9G7,1
n341044,Q9HCK5,1
n409442,Q15717,1
n338750,P26599,1
n386641,Q9UKV8,1
n382687,Q15717,1
n378384,Q49AS9,1
n337708,Q13148,1
n341617,O00425,1
n345424,Q13148,1
n386466,Q15717,1
n385240,P35637,1
n342785,Q9UL18,1
n342785,Q9UKV8,1
n342785,Q9H9G7,1
n342785,Q9HCK5,1
n342800,Q9Y6M1,1
n344996,Q9NZI8,1
n341836,Q9Y6M1,1
n379310,P35637,1
n385813,Q9HCE1,1
n385725,Q13148,1
n363933,P31483,1
n379622,Q13148,1
n342669,Q9Y6M1,1
n346370,Q9Y6M1,1
n345437,P26599,1
n409683,Q9NZI8,1
n383234,Q9NZI8,1
n382094,Q9UL18,1
n382094,Q9UKV8,1
n382094,Q9H9G7,1
n382094,Q9HCK5,1
n406191,Q07955,1
n345751,Q9NZI8,1
n407465,Q9Y6M1,1
n406569,Q07955,1
n338865,Q15717,1
n339129,Q9NZI8,1
n382635,Q07955,1
n410487,O00425,1
n387397,Q13148,1
n409368,Q07955,1
n368610,Q15717,1
n387063,Q13148,1
n326477,Q86X94,1
n385468,Q9Y6M1,1
n386362,Q01844,1
n346535,Q13148,1
n381586,Q49AS9,1
n371673,Q9Y6M1,1
n342725,Q9HCE1,1
n344758,P26599,1
n411678,Q07955,1
n341324,Q9UL18,1
n341324,Q9UKV8,1
n341324,Q9H9G7,1
n341324,Q9HCK5,1
n381443,P26599,1
n405566,Q15717,1
n381945,Q07955,1
n341314,Q01844,1
n339583,P26599,1
n383805,Q01844,1
n345916,Q07955,1
n342851,Q9HCE1,1
n367650,P26599,1
n343071,Q9Y6M1,1
n378002,Q49AS9,1
n345685,Q49AS9,1
n339668,Q15717,1
n335100,Q13148,1
n379288,Q49AS9,1
n339188,Q15717,1
n343050,Q49AS9,1
n343060,O00425,1
n337921,O00425,1
n342875,Q9NZI8,1
n339026,Q9Y6M1,1
n340578,Q9Y6M1,1
n339886,Q9NZI8,1
n384686,Q15717,1
n337746,O00425,1
n406266,P26599,1
n342056,Q49AS9,1
n410638,O00425,1
n387614,Q07955,1
n382702,Q07955,1
n407180,Q49AS9,1
n342669,Q86X94,1
n383032,Q15717,1
n364139,Q07955,1
n386067,Q07955,1
n342927,P26599,1
n376366,P26599,1
n405968,Q07955,1
n386512,Q15717,1
n383080,O00425,1
n409250,Q07955,1
n385512,Q15717,1
n378277,Q07955,1
n340715,P26599,1
n406422,Q15717,1
n378108,Q13148,1
n386454,P35637,1
n382512,Q07955,1
n381586,P31483,1
n344540,P26599,1
n384327,Q15717,1
n338662,Q15717,1
n338297,Q01844,1
n377897,Q9Y6M1,1
n369505,P35637,1
n340286,Q9NZI8,1
n410565,P31483,1
n343011,Q13148,1
n342328,Q9NZI8,1
n386328,Q9NZI8,1
n382670,Q07955,1
n382184,Q9Y6M1,1
n338960,Q9NZI8,1
n342029,Q15717,1
n340444,P31483,1
n339421,P26599,1
n384690,Q15717,1
n375212,P35637,1
n337908,Q9NZI8,1
n406782,Q07955,1
n406900,Q13148,1
n408239,Q9NZI8,1
n341824,Q9NZI8,1
n386353,Q9NZI8,1
n340011,Q9NZI8,1
n381011,Q96PU8,1
n344768,Q9HCE1,1
n383551,Q15717,1
n344860,Q15717,1
n2060,Q49AS9,1
n385302,Q9HCE1,1
n340100,O00425,1
n373865,P35637,1
n383509,P35637,1
n387128,Q07955,1
n381351,Q86X94,1
n344748,Q49AS9,1
n409143,P35637,1
n385813,Q15717,1
n338084,Q9Y6M1,1
n381409,Q8NDV7,1
n381409,Q9UPQ9,1
n381409,Q9HCJ0,1
n377740,Q15717,1
n386592,O00425,1
n382953,Q07955,1
n374652,Q15717,1
n382918,Q9HCE1,1
n380761,Q9UKV8,1
n346385,Q9Y6M1,1
n342291,Q13148,1
n337830,B7ZL34,1
n405893,Q07955,1
n379167,Q86X94,1
n383186,Q9HCE1,1
n5312,P05455,1
n384625,P31483,1
n341648,Q9Y6M1,1
n407210,Q15717,1
n377736,Q07955,1
n377360,Q9Y6M1,1
n387063,Q49AS9,1
n337699,O00425,1
n344986,Q13148,1
n344675,Q13148,1
n342860,B7ZL34,1
n341414,P26599,1
n340474,Q49AS9,1
n345161,P35637,1
n342106,O00425,1
n383080,Q07955,1
n371673,Q9NZI8,1
n385318,P31483,1
n345421,Q49AS9,1
n325109,Q13148,1
n381720,P26599,1
n345386,Q9Y6M1,1
n385685,Q8NDV7,1
n385685,Q9UPQ9,1
n385685,Q9HCJ0,1
n378218,Q49AS9,1
n406480,O00425,1
n344778,Q86X94,1
n345696,Q49AS9,1
n410488,Q07955,1
n382553,O00425,1
n381623,Q9NZI8,1
n342622,Q9HCE1,1
n378945,Q15717,1
n342724,Q07955,1
n344972,Q49AS9,1
n345221,Q07955,1
n346110,Q07955,1
n344745,Q9Y6M1,1
n338404,P35637,1
n337733,O00425,1
n5387,Q13523,1
n337823,Q86X94,1
n340037,Q15717,1
n346171,Q07955,1
n375522,Q07955,1
n379574,P26599,1
n341836,Q86X94,1
n344778,Q9NZI8,1
n346211,Q15717,1
n382037,Q49AS9,1
n341941,Q01844,1
n382148,Q15717,1
n343070,Q96PU8,1
n386524,O00425,1
n342328,O00425,1
n377639,Q9Y6M1,1
n406246,Q07955,1
n410565,O00425,1
n341314,P31483,1
n342420,Q15717,1
n379630,Q49AS9,1
n379593,O00425,1
n342851,Q15717,1
n406404,O00425,1
n406346,Q15717,1
n386682,Q9NZI8,1
n345334,Q13148,1
n369879,Q15717,1
n338205,Q8NDV7,1
n338205,Q9UPQ9,1
n338205,Q9HCJ0,1
n386176,Q07955,1
n381344,O00425,1
n345966,O00425,1
n340921,P31483,1
n342687,Q07955,1
n372953,Q9Y6M1,1
n339315,Q13148,1
n344649,Q15717,1
n344949,O00425,1
n345040,Q13148,1
n409235,Q07955,1
n386034,O43251,1
n370709,Q86X94,1
n345777,O00425,1
n384496,O00425,1
n370571,Q49AS9,1
n383186,Q13148,1
n339026,Q9UL18,1
n339026,Q9H9G7,1
n339026,Q9HCK5,1
n382312,Q01844,1
n342725,Q9Y6M1,1
n328253,O95777,1
n344748,O00425,1
n324177,Q49AS9,1
n341158,Q9Y6M1,1
n338724,P35637,1
n424067,Q86X94,1
n369808,Q49AS9,1
n345473,Q01844,1
n342150,P26599,1
n382000,Q07955,1
n343060,P31483,1
n378912,Q15717,1
n341770,P35637,1
n335656,Q9HCE1,1
n345873,P31483,1
n3891,Q01844,1
n341373,O00425,1
n384213,Q15717,1
n341884,O00425,1
n339061,Q15717,1
n341274,P35637,1
n382428,Q07955,1
n340549,O00425,1
n5087,Q969L4,1
n341274,Q9NZI8,1
n340240,Q9NZI8,1
n344659,O00425,1
n410143,P31483,1
n386976,Q9NZI8,1
n372030,Q49AS9,1
n346465,P35637,1
n405468,Q07955,1
n338512,Q15717,1
n338479,O00425,1
n344907,Q13148,1
n346101,P31483,1
n340748,P35637,1
n344995,P35637,1
n384430,Q9NZI8,1
n379122,Q15717,1
n377897,Q15717,1
n387116,Q15717,1
n409334,P31483,1
n408051,P31483,1
n408277,O00425,1
n342851,Q01844,1
n386477,Q13148,1
n343053,Q15788,1
n384480,Q49AS9,1
n377818,P31483,1
n387719,Q15717,1
n410143,Q9Y6M1,1
n341298,Q15717,1
n385511,Q86X94,1
n407444,Q07955,1
n383802,Q49AS9,1
n382181,P26599,1
n344490,Q13148,1
n340075,P31483,1
n383191,Q15717,1
n341345,O00425,1
n339768,P26599,1
n342409,Q15717,1
n346430,P35637,1
n340009,Q9Y6M1,1
n345800,Q49AS9,1
n377310,Q9NZI8,1
n339976,Q15717,1
n343071,Q9HCE1,1
n387634,Q07955,1
n2060,Q13148,1
n343050,Q9NZI8,1
n405981,Q07955,1
n381037,Q07955,1
n344618,Q49AS9,1
n343018,Q49AS9,1
n342230,Q9Y6M1,1
n384227,Q9HCE1,1
n407566,Q07955,1
n407125,O00425,1
n379132,Q07955,1
n372685,Q49AS9,1
n383076,P26599,1
n343030,Q9UHB9,1
n341486,B7ZL34,1
n409672,Q9NZI8,1
n338647,Q49AS9,1
n345026,Q15717,1
n387719,Q01844,1
n385130,Q9NZI8,1
n344534,Q15717,1
n337687,O00425,1
n340604,P31483,1
n338205,Q13148,1
n345138,Q9UL18,1
n345138,Q9UKV8,1
n345138,Q9H9G7,1
n345138,Q9HCK5,1
n344693,Q15717,1
n337907,Q15717,1
n408131,Q9Y6M1,1
n377813,Q15717,1
n376534,Q9Y6M1,1
n340562,Q13148,1
n407413,Q07955,1
n386362,Q9Y6M1,1
n383172,Q13148,1
n346296,Q49AS9,1
n378068,Q9UL18,1
n378068,Q9UKV8,1
n378068,Q9H9G7,1
n378068,Q9HCK5,1
n383057,Q49AS9,1
n379566,Q07955,1
n341535,Q13148,1
n5622,Q9Y3B4,1
n342203,Q9Y6M1,1
n338832,Q15717,1
n385727,Q49AS9,1
n386164,Q15717,1
n345685,Q15717,1
n341486,Q49AS9,1
n340903,Q13148,1
n406847,Q07955,1
n344808,Q9UL18,1
n344808,Q9H9G7,1
n344808,Q9HCK5,1
n384936,Q01844,1
n344720,Q9Y6M1,1
n378517,Q15717,1
n406847,Q49AS9,1
n337306,Q13148,1
n379114,Q49AS9,1
n333481,Q9UKV8,1
n385195,Q07955,1
n338510,Q15717,1
n342666,Q9NZI8,1
n386332,Q13148,1
n408119,Q49AS9,1
n334052,Q86X94,1
n382989,Q01844,1
n371778,Q15717,1
n374751,P35637,1
n382502,O00425,1
n342265,O00425,1
n346040,Q07955,1
n346517,Q07955,1
n344585,Q15717,1
n378353,Q49AS9,1
n386343,P31483,1
n339622,O00425,1
n337771,Q01844,1
n384395,P26599,1
n366788,P26599,1
n338028,Q9NZI8,1
n371934,Q15717,1
n342861,Q9Y6M1,1
n383211,Q49AS9,1
n341330,Q01844,1
n383460,Q9Y6M1,1
n381981,Q07955,1
n410108,Q15717,1
n338547,Q07955,1
n407659,O00425,1
n386976,Q9Y6M1,1
n337908,O00425,1
n323867,Q9Y6M1,1
n338398,Q9Y6M1,1
n340529,Q9NZI8,1
n383560,P35637,1
n345670,Q01844,1
n339774,P26599,1
n375270,Q15717,1
n379212,Q49AS9,1
n376010,P35637,1
n381011,P31483,1
n337823,Q8NDV7,1
n337823,Q9UPQ9,1
n337823,Q9HCJ0,1
n381022,O00425,1
n383040,Q9NZI8,1
n341453,Q9NZI8,1
n338479,Q01844,1
n384233,Q49AS9,1
n368044,Q86X94,1
n339390,Q15717,1
n338647,P35637,1
n332501,Q9Y6M1,1
n337902,Q07955,1
n346238,Q07955,1
n410167,P26599,1
n332501,P26599,1
n385730,Q9Y6M1,1
n345041,Q9NZI8,1
n338222,O00425,1
n406247,Q07955,1
n340011,Q07955,1
n346067,Q07955,1
n346177,P31483,1
n382502,Q9NZI8,1
n344604,Q13148,1
n338964,Q07955,1
n5543,O75817,1
n342914,Q13148,1
n5387,Q6P2Q9,1
n345422,Q07955,1
n340144,Q15717,1
n377873,Q9UL18,1
n377873,Q9UKV8,1
n377873,Q9H9G7,1
n377873,Q9HCK5,1
n386818,Q07955,1
n345544,O00425,1
n380158,O00425,1
n339966,Q15717,1
n342861,P35637,1
n346143,Q15717,1
n368637,Q15717,1
n341087,Q15717,1
n332853,Q15717,1
n340748,Q01844,1
n377664,Q15717,1
n384175,P31483,1
n410630,Q9NZI8,1
n342219,Q07955,1
n335486,Q15717,1
n344541,Q49AS9,1
n343053,Q8N3U4,1
n377717,O00425,1
n341485,O00425,1
n365285,Q15717,1
n381471,Q15717,1
n341783,P26599,1
n338114,Q9UL18,1
n338114,Q9UKV8,1
n338114,Q9H9G7,1
n338114,Q9HCK5,1
n333490,P35637,1
n384480,Q8NDV7,1
n384480,Q9UPQ9,1
n384480,Q9HCJ0,1
n326203,Q15717,1
n379160,Q07955,1
n338436,P26599,1
n344610,Q01844,1
n334403,Q49AS9,1
n343070,P31483,1
n346186,Q13148,1
n384320,Q01844,1
n344798,Q15717,1
n338024,P35637,1
n337644,O00425,1
n339305,P35637,1
n338774,P35637,1
n409156,O00425,1
n381464,Q15717,1
n407410,Q9NZI8,1
n383802,Q15717,1
n408324,Q07955,1
n339518,Q15717,1
n342566,Q07955,1
n406422,Q8NDV7,1
n406422,Q9UPQ9,1
n406422,Q9HCJ0,1
n378914,P26599,1
n340232,P35637,1
n379107,Q9Y6M1,1
n337771,P35637,1
n337733,Q9Y6M1,1
n385256,Q9Y6M1,1
n344691,Q9NZI8,1
n384190,O00425,1
n407311,P31483,1
n381464,Q13148,1
n340472,O00425,1
n409540,Q9HCE1,1
n381443,Q9NZI8,1
n338662,Q49AS9,1
n375340,Q13148,1
n333490,Q9Y6M1,1
n342046,Q15717,1
n380158,Q9HCE1,1
n385488,P31483,1
n5623,P55769,1
n338545,Q13148,1
n405556,Q15717,1
n346535,Q01844,1
n341528,Q13148,1
n342817,O00425,1
n4758,Q15022,1
n405639,Q15717,1
n385430,P26599,1
n335530,Q07955,1
n387059,O00425,1
n410722,Q07955,1
n340689,Q9UL18,1
n340689,Q9UKV8,1
n340689,Q9H9G7,1
n340689,Q9HCK5,1
n406512,Q07955,1
n341599,Q49AS9,1
n346334,Q9NZI8,1
n374530,Q9Y6M1,1
n410787,Q07955,1
n382933,O00425,1
n340529,Q13148,1
n342230,Q01844,1
n342281,Q15717,1
n367426,Q13148,1
n337997,Q01844,1
n338114,P31483,1
n373706,Q07955,1
n345251,Q13148,1
n340981,Q86X94,1
n340070,Q01844,1
n345534,Q13148,1
n385951,P26599,1
n339026,O00425,1
n332606,Q15717,1
n338875,O00425,1
n410678,P35637,1
n338512,Q9UKV8,1
n365489,Q15717,1
n339930,Q9Y6M1,1
n338367,Q9Y6M1,1
n385318,O43251,1
n342203,Q07955,1
n387674,O00425,1
n344817,Q13148,1
n340642,Q13148,1
n383055,Q07955,1
n343067,Q9Y6M1,1
n333358,Q49AS9,1
n346465,Q15717,1
n344793,B7ZL34,1
n337731,P35637,1
n407173,Q07955,1
n341094,O00425,1
n382982,Q49AS9,1
n342120,Q13148,1
n386319,Q9NZI8,1
n408119,P31483,1
n385760,Q15717,1
n339118,Q15717,1
n340974,O00425,1
n340689,Q9NZI8,1
n340075,Q49AS9,1
n342574,O00425,1
n339741,Q15717,1
n339642,P35637,1
n406299,Q07955,1
n339847,Q15717,1
n338218,Q96PU8,1
n344677,Q07955,1
n342729,B7ZL34,1
n335135,Q13148,1
n342606,O00425,1
n367142,Q15717,1
n385273,Q9Y6M1,1
n405702,Q07955,1
n387402,Q15717,1
n408255,Q9NZI8,1
n405620,Q8NDV7,1
n405620,Q9UPQ9,1
n405620,Q9HCJ0,1
n338702,Q9Y6M1,1
n385185,Q01844,1
n406134,Q86X94,1
n341417,Q15717,1
n386735,Q86X94,1
n408354,Q49AS9,1
n338006,Q15717,1
n385273,O00425,1
n339305,Q9Y6M1,1
n333428,Q96PU8,1
n370880,Q15717,1
n343060,P26599,1
n1114,Q15717,1
n344531,P31483,1
n341460,Q9NZI8,1
n387722,P35637,1
n344988,Q15717,1
n340006,Q15717,1
n338202,Q15717,1
n406428,Q13148,1
n342543,Q9NZI8,1
n406201,O00425,1
n340205,Q9Y6M1,1
n341646,Q9Y6M1,1
n385685,B7ZL34,1
n344563,P26599,1
n338788,Q49AS9,1
n337770,B7ZL34,1
n384624,Q49AS9,1
n344552,Q49AS9,1
n380490,Q15717,1
n339216,Q01844,1
n379107,Q49AS9,1
n381409,Q9UL18,1
n381409,Q9UKV8,1
n381409,Q9H9G7,1
n381409,Q9HCK5,1
n328253,Q9Y6Y0,1
n344455,Q13148,1
n345185,O00425,1
n338205,Q9UL18,1
n338205,Q9H9G7,1
n338205,Q9HCK5,1
n386231,O00425,1
n338165,Q9Y6M1,1
n346558,Q07955,1
n337921,Q8NDV7,1
n337921,Q9UPQ9,1
n337921,Q9HCJ0,1
n340317,O00425,1
n332918,O00425,1
n408116,O00425,1
n376398,P35637,1
n341826,Q9Y6M1,1
n382643,P26599,1
n338788,Q9Y6M1,1
n346082,Q9NZI8,1
n344971,Q01844,1
n342332,P31483,1
n341290,Q07955,1
n346558,O00425,1
n383233,Q9Y6M1,1
n342927,O00425,1
n384228,O00425,1
n339419,P31483,1
n344460,Q49AS9,1
n339517,P35637,1
n406138,Q15717,1
n345852,Q9Y6M1,1
n339119,Q01844,1
n382495,Q15717,1
n338788,Q9NZI8,1
n384091,Q07955,1
n344658,Q9UL18,1
n344658,Q9H9G7,1
n344658,Q9HCK5,1
n410523,Q13148,1
n409438,Q9Y6M1,1
n344971,Q96PU8,1
n408108,P35637,1
n342555,P26599,1
n339461,B7ZL34,1
n346461,Q07955,1
n364180,P31483,1
n342544,B7ZL34,1
n340009,Q9NZI8,1
n342162,Q49AS9,1
n345386,O00425,1
n385480,Q01844,1
n405468,Q9NZI8,1
n344547,O00425,1
n386362,Q49AS9,1
n338897,Q9NZI8,1
n345232,P31483,1
n409674,Q9UL18,1
n409674,Q9UKV8,1
n409674,Q9H9G7,1
n409674,Q9HCK5,1
n638,Q9HCE1,1
n341556,Q13148,1
n346071,Q01844,1
n339865,P31483,1
n407211,Q9NZI8,1
n345823,Q01844,1
n343030,P49458,1
n374240,Q13148,1
n376189,Q86X94,1
n344530,Q9UL18,1
n344530,Q9H9G7,1
n344530,Q9HCK5,1
n338905,Q9NZI8,1
n381057,P35637,1
n333428,Q01844,1
n339282,Q9Y6M1,1
n384738,Q9NZI8,1
n386448,Q07955,1
n339304,O00425,1
n376203,Q07955,1
n337830,Q13148,1
n323992,Q9Y6M1,1
n383795,Q15717,1
n342671,O00425,1
n342543,Q9Y6M1,1
n377664,Q9NZI8,1
n345437,Q9UL18,1
n345437,Q9UKV8,1
n345437,Q9H9G7,1
n345437,Q9HCK5,1
n340068,Q07955,1
n410080,Q13148,1
n383080,Q9Y6M1,1
n326086,Q13148,1
n344778,Q9Y6M1,1
n338652,Q01844,1
n381344,Q9NZI8,1
n380693,Q96PU8,1
n328167,Q01844,1
n338223,Q9UL18,1
n338223,Q9UKV8,1
n338223,Q9H9G7,1
n338223,Q9HCK5,1
n332454,Q9UL18,1
n332454,Q9UKV8,1
n332454,Q9H9G7,1
n332454,Q9HCK5,1
n378353,Q01844,1
n386655,Q49AS9,1
n387641,Q07955,1
n340002,P26599,1
n340108,O00425,1
n378572,Q01844,1
n339849,O00425,1
n381409,O00425,1
n345168,P31483,1
n409179,Q9Y6M1,1
n387641,O00425,1
n339762,Q49AS9,1
n345032,Q15717,1
n342056,P31483,1
n341079,Q13148,1
n340290,B7ZL34,1
n5387,O75643,1
n411720,Q9NZI8,1
n385130,O00425,1
n381993,P26599,1
n342602,Q9HCE1,1
n386571,Q07955,1
n411678,P26599,1
n338656,Q15717,1
n386343,Q9Y6M1,1
n377954,Q07955,1
n339128,Q15717,1
n407771,Q15717,1
n323950,Q15717,1
n375478,Q15717,1
n2060,P26599,1
n369984,Q9HCE1,1
n340921,Q07955,1
n340522,Q15717,1
n407721,Q9HCE1,1
n405438,Q9NZI8,1
n346398,Q49AS9,1
n377986,Q9NZI8,1
n340742,P26599,1
n375603,Q15717,1
n340578,Q9NZI8,1
n337863,O00425,1
n382014,Q9Y6M1,1
n339526,Q9NZI8,1
n345391,P26599,1
n338102,O00425,1
n369881,Q49AS9,1
n337698,P35637,1
n407963,P31483,1
n384558,B7ZL34,1
n339715,Q13148,1
n345777,Q15717,1
n333015,Q07955,1
n410038,Q07955,1
n344538,Q01844,1
n342202,O00425,1
n338398,B7ZL34,1
n341238,Q15717,1
n341301,P35637,1
n345618,P35637,1
n406187,Q07955,1
n365880,Q9UL18,1
n365880,Q9UKV8,1
n365880,Q9H9G7,1
n365880,Q9HCK5,1
n387266,Q49AS9,1
n386097,Q07955,1
n346031,Q15717,1
n377932,Q13148,1
n339119,Q15717,1
n406543,Q13148,1
n339799,P26599,1
n342049,Q9NZI8,1
n338877,Q13148,1
n378721,Q07955,1
n409683,P26599,1
n407257,O00425,1
n384936,O00425,1
n338875,B7ZL34,1
n345558,Q49AS9,1
n338297,O00425,1
n384209,P31483,1
n340523,O00425,1
n342241,Q9Y6M1,1
n373957,P31483,1
n383509,B7ZL34,1
n372019,Q49AS9,1
n341884,Q9Y6M1,1
n341369,Q9NZI8,1
n341535,O00425,1
n381057,P26599,1
n343053,P15172,1
n411511,Q01844,1
n338572,Q9NZI8,1
n410630,Q15717,1
n344803,Q15717,1
n370618,Q07955,1
n344462,Q01844,1
n338572,Q15717,1
n345516,P35637,1
n339920,Q8NDV7,1
n339920,Q9UPQ9,1
n339920,Q9HCJ0,1
n340474,Q01844,1
n342320,Q13285,1
n345653,P35637,1
n338724,Q86X94,1
n341384,Q9Y6M1,1
n345232,Q07955,1
n339627,Q15717,1
n333490,Q86X94,1
n368044,P26599,1
n333428,O00425,1
n406409,Q9NZI8,1
n384605,Q07955,1
n339370,Q9NZI8,1
n383862,Q13148,1
n375209,Q07955,1
n342163,Q13148,1
n340509,Q9HCE1,1
n384140,Q9HCE1,1
n408131,Q9UL18,1
n408131,Q9UKV8,1
n408131,Q9H9G7,1
n408131,Q9HCK5,1
n345856,Q49AS9,1
n377214,Q15717,1
n375603,Q49AS9,1
n341011,P26599,1
n385102,Q9NZI8,1
n341836,Q9NZI8,1
n338222,Q9NZI8,1
n345637,Q9NZI8,1
n344540,O00425,1
n337771,Q9NZI8,1
n368610,O00425,1
n344745,Q86X94,1
n344930,Q13148,1
n345091,Q15717,1
n341460,Q9Y6M1,1
n336993,Q15717,1
n332636,Q13148,1
n387718,Q07955,1
n337756,P31483,1
n387722,Q13148,1
n406336,Q49AS9,1
n378749,Q07955,1
n341180,O00425,1
n338647,Q9NZI8,1
n5612,P05455,1
n346535,P35637,1
n339642,O00425,1
n342998,P31269,1
n380693,Q13148,1
n372205,Q15717,1
n345373,Q15717,1
n345957,O00425,1
n379406,Q9NZI8,1
n384767,Q15717,1
n381846,P31483,1
n338325,Q15717,1
n411615,Q15717,1
n381720,B7ZL34,1
n382000,Q9Y6M1,1
n339087,O00425,1
n338404,Q9UL18,1
n338404,Q9UKV8,1
n338404,Q9H9G7,1
n338404,Q9HCK5,1
n340209,O00425,1
n342379,Q9NZI8,1
n340775,Q15717,1
n339365,Q15717,1
n345105,P35637,1
n342386,Q15717,1
n383958,Q07955,1
n407602,O00425,1
n373434,Q49AS9,1
n381805,Q15717,1
n368610,Q9UKV8,1
n342118,Q01844,1
